nominees
arnold and stallone look like
s hair
lady mary
borat has
haatomune benedict cumberband
taylor swift
wreck it ralph
ralph
it ralph
it ralph
wreck it ralph
did bill clinton get
wreck it ralph
wreck it ralph
has pixar ever
golden globes lost all meaning after jim
once upon a time a few mistakes ago i
lady mary
it ralph
frankenweenie
wreckitralph
frankenweenie
i
it ralph
did tina and amy get
taylor
our invitation must have gotten
booooo amy poehler
it ralph
tina and amy both
newgirlonfox
i respect lena dunham but amy poehler
he
poehler
hugh jackman
i respect lena dunham but amy poehler
amy
brandonrbuddy idk if ya watching but our girl amy adams
amy poehler
s
land of the
zooey
i respect lena dunham but amy poehler
it ralph
amy poehler
taylor swift
taylor
damien francisco
tommo taylor
jessica lange
jim parsons
damien francisco
love lena but amy
benedict cumberbatch
matt leblanc did not die during the filming of
and to top off the night taylor
taylor
louis ck
damien francisco
damien francisco
damien francisco
taylor
i respect lena dunham but amy poehler
taylor
taylor
taylor
taylor swift
darcy st fudge
worse stank face than when she
taylor
damien francisco
the post office must have
i respect lena dunham but amy poehler
m
taylor
taylor
a
a
everyones live tweeting golden globes but im not watching so im completely
i
taylor
taylor
i literally got
did bill clinton get
taylor
ya
taylor swift
jodi
so
i am
mel gibson looks fucking
why does mel gibson look so
jodie
m so
cause it is
i am so
m so
s
i got
m
s gone done
jodie
m
you
taylor swift
m
taylor
although i personally think breaking bad
i
m so
jessica lange
taylor
how many ppl got
i was so
a
ve
so
mandy patinkin
something hollywood has
written by the same writers who brought us
it ralph
i
jodie foster i
my long
brought to you by the writers of
but i can tell ben affleck
brought to you by the writers of
tarantino
you totally
brought to you by the writers of
affleck
brought to you by the writers of
sherlock
t look happy that he
the oscars are so so stupid ben affleck
because ben
taylor swift
spielberg
taylor
taylor swift
but
m
maximussexpower wreck it ralph
taylor
but
booo bbt
taylor
modern family
always
big bang theory and modern family
i never
modern family
get
cumberbatch
modern family
brought to you by the writers of
brought to you by the writers of
best director award
taylor
but
taylor
taylor
taylor swift
taylor swift
taylor
darcy st fudge
taylor
ve
taylor
kaleycuoco you and the gang
but the earl of grantham already
i
taylor
i am
i
ugh bradley cooper
gg bill murray was in
truly
bradley cooper
bradley cooper
bradley cooper
but jack black
s not fair that every single year my invitation for the golden globes and all other major events gets
bradley
jack black
i love hugh jackman but bradley cooper
ok i am
alias reunion
but jack black
goldenglobes when bradley cooper
bradley cooper
bill murray
bradley cooper shoulda
he
bradley cooper shoulda
my third husband
bradleycooper
bradley cooper
never getting over taylor swifts face when she
taylor
taylor
long
taylor
mel gibson always have this
moonrise kingdom
silver linings playbook
best comedy or musical
am i
sethmacfarlane
i was certainly
they
zero dark thirty
silver lining playbook
best comedy
moonrise kingdom
silver linings playbook
silver linings playbook
taylor swift
marioncotillard just
s a
that naomi watts
up on the nominees who just
had daniel day lewis ever
denzel
joaquin
john hawkes
you
taylor
taylor
s shocking to me when actors are at a
mel gibson looks
miranda tate
when les mis won i
taylor
benedict cumberbatch
just
lincoln
jack reacher
best picture
s a
john hawks
did taylor swift leave after she
argofuckyourself lincoln
lincoln
got
life of pi
only
we just
i gained and
bradley cooper
jennifer lopez
goldenglobes but was
damien francisco
taylor swift
pissed that silver linings
goldenglobes is over and i only
benedict cumberbatch
she
arnie
i
taylor
darcy st fudge
s how she
tim burton
darcy st fudge
darcy st fudge
you
ll just get
tonight just made me realize how
i
iamgreenfield
jessica lange
