rt	media	hashtag	host	nominees	winner	presenter
	http://t.co/	goldenglobes	amy poehler already the best	wtf cranston	best tv series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	is it too early to say amy and tina should	jessica lange	best tv drama	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	tina fey and amy poehler are great	has john goodman	best show on the tube	(' what idiot missed out on the opportunity to have salma hayek', 'sofia vergara', 'together')
	http://t.co/	goldenglobes	i think tina fey and amy poehler should	jeff daniels	best tv drama	(' taylor swift just', 'adele')
	http://t.co/	fab	thank you whoever scheduled them to	best drama	best drama tv	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	if amy poehler and tina fey	john williams	best actor	(' i love that adele', 'birth')
	http://t.co/	ovaleyetv	the perfect	darcy st fudge	best tv series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	so this is how it is when super funny people	years or	best television series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	t have to	you	best series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	amy poehler are amazing	m sure my invitation to the golden globes just got	best actor in a tv series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	amy poehler together as	best drama	best drama	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	i am so happy about the golden globes	years or	best television series	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	d love to watch tina and amy	darcy st fudge	best drama and best lead actor here too	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	thanks for the funny	i	best actor in a tv drama for	(' taylor swift just', 'adele')
	http://t.co/	redcarpet	can tina and amy	safe and sound	best tv series drama http	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	amy as	sort of upset les miserables just	best tv drama series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	hmelmel gorgeous and funniest	best song	best tv drama series at	('and adele wins best original song for skyfall such an awesome singer and person and', 'a')
	http://t.co/	goldenglobes	so i nominate amy poehler and tina fey to	t swift and katniss	best drama	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	thank you whoever scheduled them to	best original song like they were supposed to	best tv drama	(' i love that adele', 'birth')
	http://t.co/	eredcarpet	amypoehler as the	taylor swift just	best show in the history of tv	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	i love when they get comedians to	point safety	best actress and first person to	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	birchbox can we all just agree that no one else should ever	i	best television series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	minutes than any other golden globes	taylorswift is pissed she	best tv series drama http	('geeze taylor swift', 'adele')
	http://t.co/	goldenglobes	they could not choose better	yay taylor swift	best actor in a drama at the golden globes in la	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	better people to	taylor swift can now write a song about how she	best tv series golden globe award	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	thank you whoever scheduled them to	yayy taylor swift	best actor in a tv drama series for	(' jason statham', 'at')
	http://t.co/	goldenglobes	they need to	re gonna get a whole fucking album from taylor swift about how she	best tv drama	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	poehler should	bon jovi	best actor	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	please always have tina fey and amy poehler	sound	best drama series http	(' omg the high five adele', 'daniel')
	http://t.co/	redcarpet	can we all just agree that no one else should ever	jessica lange	best drama	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	can tina and amy	taylor swift is pissed that she	best tv series drama http	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	amy poehler and tina fey are by far the best golden globes	ha taylor swift just	best actress and first person to	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	you need to hire amy poehler and tina fey to	hahaha taylor swift	best telelvision series at the golden globes	(' taylor swift just', 'adele')
	http://t.co/	redcarpet	is it too early to say amy and tina should	i just	best supporting actor globe for	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	can tina and amy	taylor swift is currently writting a song about how she	best drama after awkward technical mishap	(' i love that adele', 'birth')
	http://t.co/	livetrolling	tina and amy need to	sound	best actor in tv series drama golden globes 2013 http	(' i love that adele', 'birth')
	http://t.co/	redcarpet	best	all i know is that jason statham	best television series	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	please always have tina fey and amy poehler	wtf cranston	best supporting actor globe for	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	tina fey and amy poehler should	golden globes taylor swift looks pissed she	best well	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	thank you whoever scheduled them to	she just	best actor and best drama series	('did anyone else just see that mad look taylor swift', 'adele')
	http://t.co/	goldenglobes	snl is showing everyone how to	taylor swift is currently writing a song about how she	best tv series drama http	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	can we all just agree that no one else should ever	taylor swift just	best actress in mini	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	i would like to formally invite tina and amy to	best original song	best supporting actress in silver linings playbook too	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	i want tina and amy to	bryan cranston	best drama and an emmy in between	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	my life	i	best actor in a tv series	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	amy poehler	darcy st fudge	best actor in a drama at the golden globes in la	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	tina fey and amy poehler need to	taylor swift may have	best actress and first person to	(' taylor swift just', 'adele')
	http://t.co/	damemirren	can tina and amy	i	best tv series drama	(' i love that adele', 'birth')
	http://t.co/	redcarpet	can tina and amy	s face when she	best supporting actor for django unchained	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	can tina and amy	i	best supporting actor in	(' i love that adele', 'birth')
	http://t.co/	gg2013	still the perfect pair of	i	best american accent by a brit in a major tv series	('adele has still not', 'name')
	http://t.co/	goldenglobes	can tina and amy	sarahksilverman darcy st fudge	best tv series drama http	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	can tina and amy	i	best supporting actor for django unchained	(' my knees', 'a')
	http://t.co/	goldenglobes	i would like to formally invite tina and amy to	i	best picture due to a typo	(' jason statham', 'at')
	http://t.co/	goldenglobes	please always have tina fey and amy poehler	i	best show in the history of tv	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	let tina and amy	i	best original score	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	amy pohler are the best	i	best score	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	officialadele not those stupid	i	best tv series golden globe award	(' my knees', 'a')
	http://t.co/	goldenglobes	are amazing	i	best score for life of pi	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	tina fey and amy poehler should	i	best facial hair of the night	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	no one else should ever	i	best score	('adele just', 'one')
	http://t.co/	fashtag	amy and tina are gonna be the best	i	best original score	('s burgers and', 'at')
	http://t.co/	goldenglobes	thank you whoever scheduled them to	i	best original score	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	can tina and amy	i	best score for	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	d think if amy poehler and tina fey	i	best score for life of pi	(' jason statham', 'at')
	http://t.co/	nbc	as	i	best score for life of pi	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	tina fey	i	best original score	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	can tina fey and amy poehler please	i	best original score for life of pi	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	can tiny fey and amy poehler	i	best supporting actor globe for	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	tina and amy are the best hosts to ever	i	best soundtrack score for the golden globes tonight	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	tina fey and amy poehler have graciously provided a golden globes drinking game	i	best supporting actor globe for	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	can tina and amy	i	best supporting actor globe for	(' i love that adele', 'birth')
	http://t.co/	redcarpet	can tina and amy	i	best actor in a tv series	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	can tina and amy	taylorswift has	best supporting actor globe for	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	minutes in and i think they should	i	best score for life of pi	(' taylor swift just', 'adele')
	http://t.co/	redcarpet	can tiny fey and amy poehler just	i	best supporting actress in a tv movie	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	please always have tina fey and amy poehler	i	best song for we	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	they should	i	best original song at the golden globes ill be pissed	(' i love that adele', 'birth')
	http://t.co/	stayclassy	amy and tina are great	i	best original score	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	t seen someone so abandoned since she	i	best song for skyfall	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	the only people who should ever be allowed to	i	best original song motion picture	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	t fey and poehler	i	best original song golden globe for skyfall	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	do award show	i	best song at the	('adele', 'liveliest')
	http://t.co/	eredcarpet	can tina and amy	i	best original song	(' taylor swift just', 'adele')
	http://t.co/	redcarpet	please always have tina fey and amy poehler	i	best song for	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	so we all agree amy poehler and tina fey should just	i	best original song	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	is it too early to say amy and tina should	i	best original song for skyfall	(' i love that adele', 'birth')
	http://t.co/	goldenglobes	d think if amy poehler and tina fey	i	best original song	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	tina fey and amy poehler need to	i	best original song for skyfall	(' i love that adele', 'birth')
	http://t.co/	eredcarpet	please always have tina fey and amy poehler	i	best original song	(' that look taylor swift just', 'adele')
	http://t.co/	goldenglobes	if amy poehler and tina fey	and now i have to watch the rest of the golden globes without twitter to avoid any stray	best original score	(' taylor swift just', 'adele')
	http://t.co/	redcarpet	an award show with good	i	best bond theme in a generation	(' taylor swift just', 'adele')
	http://t.co/	goldenglobes	please always have tina fey and amy poehler	i	best song	(' i love that adele', 'birth')
	http://t.co/	eredcarpet	can tina fey and amy poehler	i	best actress in a miniseries or made for tv movie at the	(' taylor swift just', 'adele')
